Name	Ensembl_ID	Ratio	Log2_ratio	P_value	Q_value
PDZK1IP1	ENSG00000162366	0	-20	1.367994e-40	2.445571e-40
STIL	ENSG00000123473	1.34682080925	0.429557917018	1.828142e-05	9.467968e-06
DCTD	ENSG00000129187	0.767202572347	-0.382320537323	3.647998e-05	1.846971e-05
AFF3	ENSG00000144218	0.0040404040404	-7.95128471497	2.61431e-233	3.356508e-232
AFF1	ENSG00000172493	0.322426177175	-1.63295921657	1.250467e-55	2.962567e-55
PDPR	ENSG00000090857	2.0201793722	1.01448339589	1.055354e-16	9.657428e-17
ALDH16A1	ENSG00000161618	0.000520020800832	-10.9091430473	3.330106e-286	6.413273e-285
KIAA0196	ENSG00000164961	1.81559917355	0.860445736685	3.35619e-20	3.47458e-20
ERP29	ENSG00000089248	0.715843743803	-0.482283388183	3.929598e-08	2.426403e-08
PSMB8	ENSG00000204264	97.125	6.60177078841	6.604639e-143	4.447622e-142
PHKA1	ENSG00000067177	1.53489847716	0.618143234524	2.037995e-10	1.41882e-10
UBA6	ENSG00000033178	1.72681493915	0.788113479119	5.58803e-18	5.352461e-18
STAMBPL1	ENSG00000138134	4.16964285714	2.05992381765	2.184452e-34	3.375766e-34
PDP2	ENSG00000172840	0.434444444444	-1.20275639391	4.813281e-22	5.300381e-22
UBA5	ENSG00000081307	0.626168224299	-0.675377795943	3.736093e-06	2.033309e-06
UBA2	ENSG00000126261	2.09577754892	1.06748559373	1.244797e-30	1.743963e-30
UBA3	ENSG00000144744	0.533997401472	-0.905095373371	1.16407e-19	1.183445e-19
EZH1	ENSG00000108799	0.343342036554	-1.54228159263	3.344173e-30	4.631589e-30
PWP2	ENSG00000241945	1.92944785276	0.948188052648	3.165784e-17	2.959837e-17
PWP1	ENSG00000136045	2.06067316209	1.04311570098	2.374724e-30	3.307852e-30
PHF23	ENSG00000040633	0.59418344519	-0.751019684724	3.859055e-14	3.194975e-14
UBE2H	ENSG00000186591	0.551787773933	-0.857814603911	4.099491e-21	4.384261e-21
UBE2K	ENSG00000078140	0.549666486389	-0.863371575116	1.617396e-22	1.804526e-22
NAA15	ENSG00000164134	1.28649870801	0.36345000822	5.081498e-05	2.548637e-05
FAM162A	ENSG00000114023	0.354905660377	-1.49449251081	3.297228e-59	8.356872e-59
UBE2C	ENSG00000175063	1.87066096053	0.903548107547	1.267447e-22	1.420008e-22
UBE2Z	ENSG00000159202	2.22858495031	1.15612795536	4.223218e-42	7.774018e-42
FGGY	ENSG00000172456	0.414682539683	-1.26992079142	1.175161e-17	1.111176e-17
UBE2S	ENSG00000108106	1.27489626556	0.350379864143	0.001151897	0.0005126953
RPAIN	ENSG00000129197	0.328342245989	-1.6067277094	9.792883e-36	1.563244e-35
TOP3A	ENSG00000177302	0.664023372287	-0.590694072458	1.223389e-09	8.188516e-10
UBE2T	ENSG00000077152	0.547244094488	-0.869743614049	1.198523e-17	1.132845e-17
PTGFR	ENSG00000122420	0.36137667304	-1.46842471203	3.893833e-39	6.701817e-39
LIPT2	ENSG00000175536	0.278260869565	-1.84549005094	1.191862e-10	8.387139e-11
ILK	ENSG00000166333	1.60355029586	0.681269605072	3.067046e-10	2.115245e-10
C1orf85	ENSG00000198715	0.471636952998	-1.08425133624	2.180723e-21	2.355494e-21
PNO1	ENSG00000115946	2.65283018868	1.40753232962	5.41572e-25	6.472684e-25
BMP2K	ENSG00000138756	1.64224137931	0.715666192366	2.630267e-06	1.445406e-06
PDE3B	ENSG00000152270	0.0421052631579	-4.56985560833	2.690219e-124	1.545504e-123
RABEP2	ENSG00000177548	0.326203208556	-1.61615712232	4.572142e-21	4.883581e-21
RABEP1	ENSG00000029725	0.565909761132	-0.82135607283	1.852413e-18	1.804235e-18
LFNG	ENSG00000106003	0.593984962406	-0.751501687324	0.001043773	0.0004693781
MORF4L1	ENSG00000185787	0.670137825421	-0.577470253641	5.130686e-10	3.4972e-10
COCH	ENSG00000100473	4.16666666667	2.05889368905	1.199157e-08	7.642969e-09
NDUFA7	ENSG00000167774	0.553808948005	-0.852539731074	4.170632e-12	3.161072e-12
NDUFA5	ENSG00000128609	0.855263157895	-0.225559700415	0.02812946	0.01070245
NDUFA2	ENSG00000131495	0.758064516129	-0.399607458709	0.0006237347	0.0002864433
RABEPK	ENSG00000136933	0.722562674095	-0.468805364459	3.566765e-06	1.944069e-06
NDUFA8	ENSG00000119421	0.776106574989	-0.365673317924	0.0001487432	7.205769e-05
NDUFA9	ENSG00000139180	0.678184281843	-0.560250747224	1.081421e-07	6.505973e-08
GPR63	ENSG00000112218	0.2	-2.32192809489	3.201555e-24	3.740225e-24
FAM171A2	ENSG00000161682	6.27586206897	2.64981364507	5.50984e-40	9.709992e-40
FAM171A1	ENSG00000148468	1.56441149212	0.645620039219	4.362937e-10	2.988307e-10
MAEA	ENSG00000090316	0.70221642764	-0.510012347889	1.886007e-08	1.187774e-08
KIAA1967	ENSG00000158941	0.695019585898	-0.524874460821	1.883718e-09	1.248991e-09
TBL1XR1	ENSG00000177565	0.464237681868	-1.10706446484	6.114314e-38	1.025961e-37
SNRK	ENSG00000163788	3.84044233807	1.9412724886	3.570615e-73	1.119226e-72
IL6	ENSG00000136244	377.5	8.56033283421	2.296235e-149	1.628257e-148
IL8	ENSG00000169429	1621.92307692	10.663489683	0	0
GNS	ENSG00000135677	0.627736108985	-0.671769896074	6.318343e-15	5.398075e-15
SAT2	ENSG00000141504	0.356760886173	-1.48697064224	5.203797e-37	8.553939e-37
UFM1	ENSG00000120686	1.53804930332	0.621101750711	5.698464e-11	4.062871e-11
BIRC6	ENSG00000115760	0.854185022026	-0.227379494071	0.009687382	0.003905244
BIRC5	ENSG00000089685	1.76825726141	0.822328185793	2.285432e-22	2.53982e-22
EIF5	ENSG00000100664	1.76327978713	0.818261411401	8.154558e-25	9.702713e-25
EIF6	ENSG00000242372	2.12881355932	1.09004960464	2.102782e-33	3.179965e-33
OXR1	ENSG00000164830	1.59596928983	0.674432891009	8.701998e-11	6.165414e-11
GNE	ENSG00000159921	0	20	6.014076e-35	9.422798e-35
RB1CC1	ENSG00000023287	0.344295302013	-1.53828159974	2.34291e-41	4.251217e-41
ANKRD12	ENSG00000101745	2.07703703704	1.05452694207	1.730749e-21	1.875434e-21
ANKRD11	ENSG00000167522	0.663439194423	-0.591963849223	2.416142e-12	1.850035e-12
TMEM33	ENSG00000109133	0.597630404678	-0.742674547226	8.781804e-18	8.353369e-18
NT5C3	ENSG00000122643	1.63387978142	0.708301835914	1.869769e-05	9.66092e-06
MEA1	ENSG00000124733	1.31803060546	0.398383870973	5.775756e-05	2.888012e-05
TIGD1	ENSG00000221944	0.412607449857	-1.27715822477	3.098866e-14	2.57609e-14
MNS1	ENSG00000138587	0.522875816993	-0.935459747805	2.364664e-05	1.214272e-05
HAGHL	ENSG00000103253	0.22972972973	-2.12199052438	4.426262e-21	4.732736e-21
FAM53C	ENSG00000120709	0.473011363636	-1.08005325157	2.077016e-22	2.311237e-22
FAM53A	ENSG00000174137	0.268792710706	-1.89543408017	2.093466e-29	2.841344e-29
POGK	ENSG00000143157	1.48284625159	0.5683690202	1.607975e-10	1.125148e-10
CA5BP1	ENSG00000186312	0.765363128492	-0.385783694304	0.04718628	0.017303
GSTCD	ENSG00000138780	0.679611650485	-0.557217510238	0.02632809	0.01005092
PRUNE2	ENSG00000106772	0.00080944671936	-10.2707762592	0	0
PALM	ENSG00000099864	4.07865168539	2.02809230703	2.14337e-28	2.829024e-28
CRIM1	ENSG00000150938	131.978723404	7.04416155789	0	0
SP100	ENSG00000067066	4.96373056995	2.31142480847	2.356219e-62	6.308359e-62
PARG	ENSG00000227345	1.86121919585	0.896247971648	1.748834e-16	1.589468e-16
AOC2	ENSG00000131480	0.194805194805	-2.35989594509	4.255106e-36	6.85704e-36
TIMP2	ENSG00000035862	10.596692112	3.40554207492	1.445783e-254	2.247921e-253
TIMP1	ENSG00000102265	372.25	8.54012803858	3.151816e-237	4.194916e-236
PARS2	ENSG00000162396	0.572597137014	-0.804407638007	1.472941e-08	9.33065e-09
PARN	ENSG00000140694	0.603221083455	-0.729241241107	4.120966e-13	3.270167e-13
KCNK1	ENSG00000135750	8.56497175141	3.09844848809	1.875371e-117	1.00791e-116
PI4K2B	ENSG00000038210	0.52566096423	-0.927795491046	9.35581e-17	8.584577e-17
CRY2	ENSG00000121671	0.791608391608	-0.337141188834	0.005717464	0.002371232
PI4K2A	ENSG00000155252	0.849115504683	-0.235967278802	0.03653249	0.01363228
FAM155A	ENSG00000204442	105.5	6.72109918871	6.622114e-91	2.616037e-90
NHLRC3	ENSG00000188811	0.527372262774	-0.92310640046	3.068922e-11	2.21919e-11
NHLRC2	ENSG00000196865	0.724252491694	-0.465435351983	6.288868e-05	3.139023e-05
CENPT	ENSG00000102901	0.73326959847	-0.447584368744	6.737186e-05	3.353249e-05
CXorf56	ENSG00000018610	1.70997375328	0.773974181075	1.881917e-12	1.446864e-12
SYCE2	ENSG00000161860	0.55701754386	-0.844205327393	5.739288e-06	3.079347e-06
CGREF1	ENSG00000138028	0.532275132275	-0.909755929303	2.819594e-14	2.348924e-14
SUSD3	ENSG00000157303	230	7.84549005094	3.675308e-57	8.975088e-57
SLC26A11	ENSG00000181045	0.601384767557	-0.733639768459	2.398954e-10	1.663736e-10
ACOT11	ENSG00000162390	0.108843537415	-3.19967234484	6.534782e-42	1.199436e-41
SEC23IP	ENSG00000107651	0.628883092246	-0.669136246167	1.325187e-13	1.073031e-13
SEMA7A	ENSG00000138623	85.3	6.41447383643	0	0
IP6K2	ENSG00000068745	0.587132065642	-0.768243044675	6.342595e-17	5.864202e-17
OTUD6B	ENSG00000155100	2.40586080586	1.26655317597	4.027852e-39	6.923106e-39
ACOT13	ENSG00000112304	0.762845849802	-0.390536537426	0.00120695	0.000536119
BRSK1	ENSG00000160469	50.2727272727	5.6517040516	2.018191e-104	9.483327e-104
FAM155B	ENSG00000130054	0.000850340136054	-10.1996723448	8.409678e-208	8.889144e-207
DDX5	ENSG00000108654	1.46141575274	0.547366663489	6.985325e-13	5.483255e-13
DDX6	ENSG00000110367	0.824417711799	-0.278552594801	0.001875528	0.0008198457
DDX1	ENSG00000079785	1.32636695018	0.407479963965	2.658619e-06	1.460513e-06
ZNF217	ENSG00000171940	0.646352723915	-0.629606415776	1.449457e-11	1.070819e-11
HLA-H	ENSG00000206341	19.8333333333	4.30985526259	2.724166e-63	7.39077e-63
SLC7A8	ENSG00000092068	0.00616621983914	-7.34139795909	0	0
HLA-L	ENSG00000243753	4.33333333333	2.11547721742	6.015607e-08	3.669878e-08
SLC7A6	ENSG00000103064	1.70893719807	0.77309938022	8.319899e-13	6.501741e-13
HLA-A	ENSG00000206503	5.65890570431	2.50052309765	1.677378e-137	1.076791e-136
NFKBIA	ENSG00000100906	2.04393770857	1.0313512291	4.262062e-28	5.586318e-28
PHF21A	ENSG00000135365	0.522580645161	-0.93627440239	7.375963e-15	6.286862e-15
HLA-E	ENSG00000204592	6.60583941606	2.72374189901	1.273701e-142	8.554555e-142
FMN2	ENSG00000155816	599.5	9.22761594341	1.961792e-208	2.086656e-207
NFKBIZ	ENSG00000144802	4.44210526316	2.15124358038	1.730473e-52	3.875829e-52
ARID4A	ENSG00000032219	2.24916943522	1.16939234682	2.908002e-18	2.807628e-18
ARID4B	ENSG00000054267	0.514774494557	-0.957987520521	1.117855e-17	1.058763e-17
MMS19	ENSG00000155229	0.810866013072	-0.302464550662	0.001517457	0.0006685536
CRYZ	ENSG00000116791	1.53968253968	0.622632918687	0.0001678167	8.090459e-05
HAUS4	ENSG00000092036	0.544554455446	-0.876851769227	1.826389e-07	1.080246e-07
HAUS2	ENSG00000137814	2.49504950495	1.31906844075	1.921999e-37	3.177853e-37
HAUS1	ENSG00000152240	0.654723127036	-0.611043154191	2.668387e-06	1.465721e-06
UBXN8	ENSG00000104691	0.292972057578	-1.77116502176	1.041798e-46	2.108578e-46
EID2	ENSG00000176396	0.382513661202	-1.38641682134	2.998805e-21	3.22339e-21
MYD88	ENSG00000172936	1.34412580944	0.426668179898	5.221652e-06	2.807245e-06
DLX1	ENSG00000144355	6.33526011561	2.66340385532	1.878632e-81	6.573579e-81
TFEB	ENSG00000112561	0.311594202899	-1.68225970208	3.949443e-18	3.79654e-18
HIST1H2BD	ENSG00000158373	0.761643835616	-0.392811581044	0.008568319	0.003468972
HIST1H2BN	ENSG00000233822	0.246575342466	-2.01989955744	2.379482e-14	1.98945e-14
HIST1H2BJ	ENSG00000124635	0.602209944751	-0.731661562306	0.0002724476	0.0001294447
HIST1H2BK	ENSG00000197903	0.522805507745	-0.935653754911	7.32039e-21	7.757105e-21
TNFAIP8	ENSG00000145779	0.575562700965	-0.796954992866	1.614367e-09	1.075589e-09
VAV2	ENSG00000160293	0.763636363636	-0.389042290746	4.743387e-05	2.383996e-05
TNFAIP3	ENSG00000118503	11.5625	3.53138146052	4.456428e-144	3.037203e-143
TNFAIP2	ENSG00000185215	33.9555555556	5.08557573171	3.900526e-193	3.748808e-192
ECI2	ENSG00000198721	0.766014834794	-0.38455576295	0.0002216425	0.0001060097
ECI1	ENSG00000167969	0.220207944548	-2.18306157624	2.127538e-102	9.744961e-102
IPO8	ENSG00000133704	0.428985507246	-1.22099918604	4.070602e-36	6.561795e-36
IPO9	ENSG00000198700	0.645849346656	-0.63073041941	7.941654e-13	6.211883e-13
IPO7	ENSG00000205339	1.43703315424	0.523093347046	1.560979e-10	1.092865e-10
IPO5	ENSG00000065150	2.21158869627	1.14508310301	4.171425e-46	8.339956e-46
NRBP2	ENSG00000185189	3.31071428571	1.72714251168	8.143183e-40	1.427158e-39
DTX3L	ENSG00000163840	1.69594594595	0.762090188322	8.811513e-13	6.874299e-13
JAZF1	ENSG00000153814	4.68571428571	2.22826898767	1.011296e-17	9.594455e-18
SDCBP	ENSG00000137575	0.481183932347	-1.05533962592	7.808535e-26	9.584847e-26
DENND1A	ENSG00000119522	0.474285714286	-1.07617168049	1.37082e-27	1.772076e-27
LMBR1	ENSG00000105983	1.33861386139	0.420739858643	2.059889e-05	1.061951e-05
RAB8B	ENSG00000166128	0.711286089239	-0.491498146139	5.241155e-05	2.626641e-05
MGAT5B	ENSG00000167889	38.9090909091	5.28203536776	5.207944e-83	1.865991e-82
GABPB2	ENSG00000143458	0.525139664804	-0.929226925587	1.992464e-14	1.671092e-14
PAQR3	ENSG00000163291	1.36666666667	0.45066140901	0.0001052389	5.154716e-05
MARK3	ENSG00000075413	0.821718538566	-0.28328377951	0.002269759	0.0009804581
PAQR7	ENSG00000182749	73	6.18982455888	2.526777e-36	4.093923e-36
PAQR6	ENSG00000160781	0.354285714286	-1.49701480145	3.911843e-11	2.813116e-11
FERMT2	ENSG00000073712	18.3104395604	4.19459451978	1.27385299998875e-313	2.98459299999888e-312
TOMM70A	ENSG00000154174	1.60845191893	0.685672810497	7.769679e-16	6.888035e-16
FERMT1	ENSG00000101311	13.8278931751	3.78950945836	5.10613e-245	7.151727e-244
FADS1	ENSG00000149485	0.796855859535	-0.327609311125	0.000181113	8.705881e-05
FADS3	ENSG00000221968	2.10169491525	1.07155326103	2.265982e-11	1.652673e-11
FADS2	ENSG00000134824	0.215347666972	-2.21526040106	5.877104e-131	3.578513e-130
SIL1	ENSG00000120725	0.444816053512	-1.1687192387	4.247317e-33	6.370018e-33
HCG18	ENSG00000231074	1.68055555556	0.748938235832	0.001709548	0.0007505175
WWTR1	ENSG00000018408	23.48	4.55336050334	6.004992e-248	8.875232e-247
WDR92	ENSG00000243667	2.83333333333	1.50250034053	1.68755e-12	1.30176e-12
SYNGR2	ENSG00000108639	0.61027027027	-0.712479784631	4.542353e-18	4.360723e-18
NXT1	ENSG00000132661	3.17507418398	1.66679030011	1.738353e-40	3.098947e-40
DPM1	ENSG00000000419	1.80048076923	0.848382190318	2.879085e-15	2.492839e-15
DGUOK	ENSG00000114956	1.36056838366	0.444209469845	0.0002380097	0.0001136349
CSE1L	ENSG00000124207	1.67659477348	0.745534037181	2.055013e-20	2.143215e-20
MAK16	ENSG00000198042	0.587951807229	-0.766230188671	2.692854e-07	1.580594e-07
CTDSPL	ENSG00000144677	0.0514786418401	-4.27988219831	8.164427e-185	7.399264e-184
AMZ2P1	ENSG00000214174	0.404458598726	-1.30593606212	9.553838e-14	7.785537e-14
ACAD10	ENSG00000111271	0.669179229481	-0.579535428337	1.46091e-07	8.709674e-08
C5orf22	ENSG00000082213	0.79117259552	-0.33793563971	0.001080513	0.0004832497
PLOD1	ENSG00000083444	1.26217709806	0.33591435134	4.166335e-05	2.100409e-05
C5orf24	ENSG00000181904	0.660123591421	-0.599191937025	3.177192e-10	2.18913e-10
C5orf25	ENSG00000170085	1.86710239651	0.900801050699	1.890379e-13	1.521712e-13
DNASE2	ENSG00000105612	0.71887755102	-0.476182042693	1.781301e-06	9.916299e-07
DNASE1	ENSG00000213918	0.254138266796	-1.97631446975	1.524938e-51	3.372399e-51
C9orf64	ENSG00000165118	3.54651162791	1.82640067775	8.504789e-22	9.299e-22
RAD21	ENSG00000164754	1.64910921766	0.721686949145	7.471826e-17	6.883226e-17
ANLN	ENSG00000011426	2.58830923947	1.3720099943	6.333643e-56	1.508985e-55
USP12	ENSG00000152484	2.82985553772	1.5007284063	1.692938e-42	3.149395e-42
USP10	ENSG00000103194	0.594485812035	-0.750285715785	3.516515e-17	3.279911e-17
USP11	ENSG00000102226	2.8275862069	1.49957100949	3.257908e-51	7.17055e-51
USP18	ENSG00000184979	0.413366336634	-1.27450719028	1.498022e-15	1.313835e-15
INPP1	ENSG00000151689	706	9.46352437327	5.765462e-144	3.924092e-143
IL27RA	ENSG00000104998	36.3571428571	5.18416692402	2.58091e-152	1.885339e-151
UNC45A	ENSG00000140553	0.45266210897	-1.14349354706	4.786975e-36	7.704371e-36
DUS4L	ENSG00000105865	1.5	0.584962500721	2.860146e-05	1.459566e-05
JPH2	ENSG00000149596	155.666666667	7.28231623899	1.181551e-100	5.306787e-100
JPH1	ENSG00000104369	1.55030487805	0.632551959239	3.4807e-08	2.155243e-08
UBAC2	ENSG00000134882	0.53377538334	-0.905695322101	6.056769e-20	6.215996e-20
TYK2	ENSG00000105397	2.15302782324	1.10636696335	1.172538e-34	1.825868e-34
AMZ2	ENSG00000196704	0.742367601246	-0.429794345819	3.317379e-06	1.810664e-06
BOD1	ENSG00000145919	2.54196217494	1.34594256282	8.804463e-47	1.786272e-46
SLC35E2B	ENSG00000189339	0.604866743917	-0.725310752609	6.905123e-14	5.654256e-14
SLITRK3	ENSG00000121871	0.00529100529101	-7.56224242422	6.262148e-118	3.376271e-117
ARHGEF16	ENSG00000130762	0.252096694623	-1.98795089253	6.333032e-71	1.931531e-70
ARHGEF18	ENSG00000104880	3.49323958897	1.80456559548	3.469789e-86	1.296196e-85
ARHGEF19	ENSG00000142632	0.816046966732	-0.293275907493	0.0279395	0.01063256
FXR1	ENSG00000114416	1.47246455834	0.558232909357	1.712586e-10	1.196536e-10
DHX29	ENSG00000067248	0.780701754386	-0.357156583198	0.005969714	0.00247242
NEGR1	ENSG00000172260	49.7	5.63517394667	3.143993e-96	1.335405e-95
MT1G	ENSG00000125144	0	-20	2.581648e-173	2.198611e-172
PTRF	ENSG00000177469	0.0619047619048	-4.01380579953	3.685212e-39	6.347049e-39
D2HGDH	ENSG00000180902	0.457286432161	-1.12882998034	7.557937e-30	1.039111e-29
MITD1	ENSG00000158411	2.125	1.08746284125	1.583618e-05	8.246095e-06
RHBDD2	ENSG00000005486	0.51213592233	-0.965401338476	4.624336e-25	5.54379e-25
RHBDD3	ENSG00000100263	0.191449814126	-2.38496183537	3.434213e-96	1.453817e-95
CEP72	ENSG00000112877	1.71137521222	0.775156099669	2.68488e-11	1.94841e-11
RHBDD1	ENSG00000144468	0.715562174237	-0.482850968654	6.201878e-06	3.322285e-06
KLC2	ENSG00000174996	2.06586826347	1.04674825919	4.461247e-29	5.991028e-29
KLC3	ENSG00000104892	3.20454545455	1.68011973376	2.185028e-39	3.788948e-39
PAIP2B	ENSG00000124374	0.69209039548	-0.53096761108	0.0005204344	0.0002414461
ADAP1	ENSG00000105963	2.44827586207	1.29176612438	8.695642e-05	4.289802e-05
HINFP	ENSG00000172273	1.26859504132	0.343231608096	0.006923824	0.002847165
CCDC142	ENSG00000135637	1.33609958506	0.418027541885	0.007471328	0.003065117
OR2W3	ENSG00000238243	323.4	8.33717586859	1.059099e-248	1.583738e-247
BAZ2A	ENSG00000076108	0.799117570724	-0.323520318615	0.0003199086	0.0001508524
TST	ENSG00000128311	0.26724137931	-1.90378468474	1.604379e-58	4.028168e-58
CHCHD3	ENSG00000106554	1.60009837678	0.678160607196	4.000518e-13	3.175082e-13
CHCHD7	ENSG00000170791	0.287092882992	-1.80041052819	5.540003e-40	9.759764e-40
CHCHD4	ENSG00000163528	0.869822485207	-0.201207091446	0.05512	0.02006035
CHCHD5	ENSG00000125611	0.491978609626	-1.02333250383	1.651826e-15	1.445237e-15
MST4	ENSG00000134602	2.984375	1.57742882804	1.311077e-47	2.700902e-47
CHCHD8	ENSG00000181924	0.781198820832	-0.356238323314	0.0001218579	5.942396e-05
WDR11	ENSG00000120008	0.837209302326	-0.25633975326	0.007528602	0.003087866
SP2	ENSG00000167182	0.783185840708	-0.352573412332	0.04611338	0.01692545
ZNF513	ENSG00000163795	0.582978723404	-0.778484863604	5.622907e-08	3.436906e-08
ZNF510	ENSG00000081386	0.619389587074	-0.691080965675	3.014126e-07	1.764279e-07
ZNF511	ENSG00000198546	0.299183370453	-1.74089810693	2.536629e-48	5.29861e-48
GDF11	ENSG00000135414	1.37294117647	0.457269814682	3.097743e-05	1.578122e-05
TSPYL4	ENSG00000187189	0.191007934176	-2.38829552805	2.249679e-114	1.164755e-113
SLC39A9	ENSG00000029364	1.49674297413	0.581826498093	4.68944e-12	3.543731e-12
SAMD15	ENSG00000100583	0.1	-3.32192809489	1.407179e-34	2.183892e-34
SDCCAG3	ENSG00000165689	0.35876157038	-1.47890273415	1.698807e-50	3.695822e-50
SLC39A1	ENSG00000143570	1.44985893819	0.535912542258	7.035478e-10	4.764256e-10
SLC39A3	ENSG00000141873	0.488533102553	-1.03347177369	9.803486e-25	1.164018e-24
WDR19	ENSG00000157796	0.496423462089	-1.0103567928	1.081619e-14	9.171454e-15
SLC39A6	ENSG00000141424	0.268529481411	-1.89684760686	1.09678e-99	4.882915e-99
PSCA	ENSG00000167653	0.111111111111	-3.16992500144	3.96486e-22	4.376527e-22
PSIP1	ENSG00000164985	0.71686746988	-0.480221668039	2.875698e-06	1.577379e-06
MSRB2	ENSG00000148450	0.320096269555	-1.64342223127	8.130258e-35	1.271099e-34
C20orf3	ENSG00000101474	0.617294340417	-0.695969530629	6.380676e-17	5.896194e-17
VWF	ENSG00000110799	0.00184842883549	-9.07948478383	3.046086e-117	1.635377e-116
C20orf7	ENSG00000101247	0.771283354511	-0.374667119252	0.001701955	0.0007473169
KIAA1370	ENSG00000047346	0.0276485788114	-5.17665086463	3.14651799865608e-315	7.58182000014608e-314
MYH10	ENSG00000133026	0.306070161608	-1.70806568968	6.186607e-74	1.962207e-73
HMBS	ENSG00000256269	0.571531531532	-0.807095000421	5.333979e-17	4.947857e-17
HARS	ENSG00000170445	0.814273049645	-0.296415441287	0.0007757583	0.0003529746
C1orf210	ENSG00000253313	0.0683624801272	-3.87065145218	7.021018e-88	2.673896e-87
SLCO4A1	ENSG00000101187	3.39103182257	1.76172432315	2.825905e-84	1.033638e-83
TBC1D25	ENSG00000068354	1.34521880065	0.427840847085	0.0002998037	0.0001417005
ROM1	ENSG00000149489	0.584	-0.775959725782	0.001020395	0.000459312
SCAF8	ENSG00000213079	0.491363907088	-1.0251362058	6.488701e-22	7.128367e-22
LMBRD1	ENSG00000168216	0.247718383312	-2.01322715917	3.467369e-45	6.819698e-45
TMEM63A	ENSG00000196187	2.19266055046	1.1326824832	2.405701e-14	2.010711e-14
MTFMT	ENSG00000103707	0.678823529412	-0.55889152238	2.6097e-06	1.434569e-06
TMEM63C	ENSG00000165548	0.193584070796	-2.36896785058	1.800705e-62	4.828697e-62
TMEM63B	ENSG00000137216	0.763302752294	-0.389672701523	6.426504e-05	3.204891e-05
NAA35	ENSG00000135040	0.594491201224	-0.750272637388	7.666341e-12	5.738735e-12
NAA30	ENSG00000139977	2.64534336783	1.40345499754	1.201815e-44	2.333961e-44
FITM2	ENSG00000197296	0.701445631678	-0.511596808502	7.948728e-07	4.525048e-07
ZMYND15	ENSG00000141497	0.0511363636364	-4.28950661719	1.866163e-35	2.957611e-35
GREB1L	ENSG00000141449	1.58465608466	0.664169768568	4.627226e-07	2.679489e-07
B4GALNT4	ENSG00000182272	0.34435261708	-1.53804145333	1.584617e-50	3.448873e-50
RBM6	ENSG00000004534	1.50340136054	0.588230214555	2.296911e-10	1.593619e-10
RBM3	ENSG00000102317	1.51103043843	0.595532722662	3.908016e-13	3.103119e-13
RPL23A	ENSG00000198242	0.370577281192	-1.43215365744	3.751867e-52	8.373739e-52
OCEL1	ENSG00000099330	0.528925619835	-0.918863237275	6.865082e-09	4.418748e-09
CAT	ENSG00000121691	0.402	-1.31473259348	4.632024e-44	8.896979e-44
AP1S1	ENSG00000106367	0.590411476029	-0.760207331062	8.201867e-18	7.809031e-18
AP1S2	ENSG00000182287	4.38586956522	2.13286290722	1.508106e-50	3.285161e-50
NDE1	ENSG00000072864	0.835600907029	-0.259114036462	0.02455972	0.009400541
CAD	ENSG00000084774	1.5653859117	0.646518365948	8.260164e-15	7.028723e-15
PGD	ENSG00000142657	0.595382746051	-0.748110681419	2.355953e-19	2.36911e-19
KAZN	ENSG00000189337	0.439736346516	-1.18528931109	3.058384e-23	3.483322e-23
PGC	ENSG00000096088	0.00729927007299	-7.09803208296	1.201949e-35	1.914472e-35
PDE1C	ENSG00000154678	1137.5	10.15165083	1.1098399999477e-314	2.66164600001784e-313
C20orf112	ENSG00000197183	1.92569659443	0.945380415437	1.850758e-12	1.423984e-12
DYM	ENSG00000141627	0.51517571885	-0.956863496622	1.859378e-17	1.749356e-17
PGP	ENSG00000184207	0.459642637092	-1.12141546429	3.2661e-25	3.935914e-25
IVNS1ABP	ENSG00000116679	0.865882352941	-0.207757074968	0.0389774	0.01448507
NUMBL	ENSG00000105245	0.366368286445	-1.44863346855	3.233348e-38	5.447019e-38
NDUFC1	ENSG00000109390	0.607936507937	-0.718007436462	7.175146e-11	5.094279e-11
COA5	ENSG00000183513	0.660282258065	-0.598845213962	1.927224e-07	1.138562e-07
BMI1	ENSG00000168283	4.14490861619	2.05134029462	7.210496e-107	3.481468e-106
MRS2	ENSG00000124532	0.705454545455	-0.503374966225	9.962221e-07	5.639715e-07
SEPSECS	ENSG00000109618	0.3381712627	-1.56417402805	3.970328e-29	5.348723e-29
PDE12	ENSG00000174840	0.816234033787	-0.292945228262	0.002147579	0.0009298133
NRP1	ENSG00000099250	3.29390962672	1.71980097314	4.721307e-95	1.972411e-94
NRP2	ENSG00000118257	146	7.18982455888	6.905508e-210	7.407011e-209
DMXL2	ENSG00000104093	0.53488372093	-0.902702798645	8.592937e-12	6.40876e-12
C12orf62	ENSG00000178449	0.629464285714	-0.667803569659	0.0002697764	0.0001282475
DMXL1	ENSG00000172869	0.281056966369	-1.83106552042	7.971722e-71	2.428407e-70
C12orf66	ENSG00000174206	0.527045769764	-0.92399984091	6.319315e-13	4.973512e-13
HEXA	ENSG00000213614	0.00397275822928	-7.97564328686	1.31374e-259	2.113722e-258
HEXB	ENSG00000049860	0.623627287854	-0.681244037939	5.677289e-13	4.473756e-13
ARSI	ENSG00000183876	0	20	3.968274e-49	8.420551e-49
ARSJ	ENSG00000180801	107.5	6.74819284959	7.668789e-126	4.461091e-125
